created_at,id,user_id,user_name,url,text,media,label
2020-02-24 04:54:55+00:00,1231804676607078400,1062109271410671617,Mak_Demplon,https://twitter.com/DemplonMak/status/1231804676607078400,"Pak @aniesbaswedan
Kalo boleh usul ye.. Baiknya beton,  aspal atau apalah yg nutupin tanah bumi Jakarta dibongkar, biar air ujan lsg keserap ditanah.. Selain tdk melanggar sunatullah InsyaAllah tdk Banjir lagih tp akan  menjadi sebuah lautan teduh 😅😆

#4niesTenggelamkanDKI https://t.co/ivaprWNxDu",ERg_0TWUcAAYOPn.jpg,0
2020-01-02 06:06:15+00:00,1212616070776774656,852515839467061254,im,https://twitter.com/imronemong/status/1212616070776774656,"RIBUT SOAL BANJIR

Nih gua orang betawi, shohibul beit nya jakarta,
Gua bilangin ame elu, yang baru engeh ame jakarta, 
Jakarta mah emang kampung aer, ade rawa sari, rawa bunga, rawa bokor, ame rawa rawa laen nye dah, 
Yang nama nye rawa mah emang tempat aer, https://t.co/VFGMsBkKmk",ENQT44VUwAUmHge.jpg,0
2020-01-08 15:57:39+00:00,1214939228112449541,2814608461,SULAIMAN_Cuwe,https://twitter.com/sulaimancuwe/status/1214939228112449541,Surat-surat penting pun jadi korban banjir https://t.co/fQZvajJ5yf,ENxUvcEVAAAUW0w.jpg,0
2020-01-01 16:21:53+00:00,1212408614557638658,967754729848623105,trimis,https://twitter.com/trimis76222147/status/1212408614557638658,"Bukan saatnya lagi utk berDebat dlm ke adaan Musibah Banjir.Bukan Hotbah,Dhawah dan Ceramah.Kita Bantu dan Bagai mana utk Melangkah Bekerja Nyata yg harus di Tuntaskan bersama-sama. https://t.co/x5ArYm2YOz",ENNXNKyU8AAs9HA.jpg,0
2020-01-05 13:00:05+00:00,1213807381278162946,84529455,D.Christian,https://twitter.com/bnyo/status/1213807381278162946,"Makanya bruce , jangan songong mentang2 org kaya....banjir di jkt plus lumpur , bukan cuma aer...! https://t.co/4MGfxl9wlk",ENhPX27UYAM1KXw.jpg,0
2020-01-02 08:35:52+00:00,1212653725346496512,193663043,#1Indonesia,https://twitter.com/mercindonesia/status/1212653725346496512,"Tips cegah diare setelah banjir

#BanjirJakarta #timmedismerc #standbymedis https://t.co/HmCfIPhTpY",ENQ2IHgVAAAVV5S.jpg,0
2020-03-06 22:21:49+00:00,1236054403573923840,1218421097126744064,JengSri,https://twitter.com/JengSri06855112/status/1236054403573923840,"Smoga tidak banjir lg hujan reda""lah reda.....biar anak"" bisa belajar lg....SDN Simpangan 02 lemah abang Cikarang Utara.....Smoga https://t.co/jHkUy3w9qN",ESdY7J8UcAAj1oQ.jpg,0
2020-01-08 01:14:46+00:00,1214717046077849605,712502824030965760,Humas BASARNAS 304,https://twitter.com/HumasSARKendari/status/1214717046077849605,"08/01 Mengikuti Apel Kesiapan Penanggulangan Bencana Banjir, Tanah Longsor dan Angin Puting Beliung dalam Wilayah Kota Kendari Tahun 2020 di Lapangan Upacara Kodim 1417 Kendari
#basarnaskendari #humassar304 https://t.co/dKuQwyHlTT",ENuKrG3VUAAXrWZ.jpg,0
2020-02-27 11:03:49+00:00,1232984677960388608,1014705544580354049,Moeslema Wached,https://twitter.com/IMuslimah77/status/1232984677960388608,Lihat sawah yg kena banjir https://t.co/xdCkRYWdIt,ERxw-_XUYAEu-hk.jpg,1
2020-01-23 11:18:27+00:00,1220304784483184641,2655435515,Ferdi Rosman Feizal,https://twitter.com/FerdiRosman/status/1220304784483184641,"Menyusun batu-batu untuk aliran air agar tidak tergenang / banjir sekaligus untuk resapan air agar masuk ke dalam tanah..
80% effektif mengurangi dampak air hujan yang deras @BNPB_Indonesia https://t.co/6JXMj7uVmH",EO9kS-zUYAAORw1.jpg,0
2020-03-02 14:21:11+00:00,1234483898052014080,3548806273,IG : berita_bencana 🔴,https://twitter.com/Divisi_PB_PMI/status/1234483898052014080,"Pasca Banjir, Satgana PMI Kota Bekasi melakukan penyemprotan / Spraying desinfektan di cahaya kemang permai, jati kramat-bekasi selatan untuk membunuh bakteri dan kuman penyakit sebagai upaya pencegahan bencana akibat banjir Cc @sudirmansaid @RedCrossAU @husainabdullah1 @DPR_RI https://t.co/sgnWkljhZz",ESHEgsaVAAAcqMk.jpg,0
2020-01-02 05:02:59+00:00,1212600148364103680,253445810,tidak ada yang,https://twitter.com/JinXpro_MDT/status/1212600148364103680,"yelah, pantesan gampang banjir https://t.co/mT9aUVXinM",ENQFZsZVUAAXdQz.jpg,0
2020-01-02 14:27:24+00:00,1212742188733353984,3259565822,PMI Kota Tangerang,https://twitter.com/pmi_tangerangct/status/1212742188733353984,"Waspada leptospirosis saat banjir terjadi. Usahakan jangan terlalu lama terendam dalam banjir.
#PMISiapBantu 
#tanyapmi https://t.co/kUfcgHorEk",ENSGlSkU8AA90ze.jpg,0
2020-01-09 12:13:21+00:00,1215245169563324417,548355644,Rohmat Pujipurnomo,https://twitter.com/RohmatPujipurno/status/1215245169563324417,"Obat²an utk Balita dari keluarga korban Banjir Desa Tanjung Burung diberikan Pertamina Foundation. Genangan air luapan sungai Cisadane yg masih merendam.135 warga dusun Cirumpak RT13/07, perlu uluran tangan kita. https://t.co/cUecue1nL9",EN1rAPOVUAM1Xcj.jpg,0
2020-02-24 20:58:52+00:00,1232047263792300032,2359192436,Michel Vernandez,https://twitter.com/MichVernandez/status/1232047263792300032,"#Banjir 
Lokasi : Kelurahan Halim Perdana Kusuma
😭😭😭😭 https://t.co/xYYd3xE27W",ERkccdHUwAE9Th9.jpg,1
2020-01-01 06:37:03+00:00,1212261435343949824,1320274640,Kaka Hargreeves,https://twitter.com/ProfMelankoli13/status/1212261435343949824,How to handle banjir jakarta karena gubernur seiman https://t.co/69AhTachcz,ENLRWbgUwAAuoH8.jpg,0
2020-01-02 15:07:04+00:00,1212752174557515776,451377548,herlan darmawan,https://twitter.com/herlandarmawan/status/1212752174557515776,"Walaupun riset saya mostly gunung api, tp dpt basic spatial analysis, iseng2 memakai data demnas &amp; sentinel, saya menganalisis sebaran banjir yg parah(merah), dgn aliran terakumulasi (garis biru), mungkin warga jakarta ada yg tau nama sungai tsb? #BanjirJakarta2020 https://t.co/ozqjmNzp0o",ENSPqb1U0AAdXEN.jpg,0
2020-01-12 05:57:10+00:00,1216237663033819136,41870151,Khanif Muhammad,https://twitter.com/khaniv13/status/1216237663033819136,"Parah ini kucing, lama bgt gak pulang.. semenjak beberapa hari sebelum banjir itu sudah hilang dari rumah.. eh ini balik 😄
Jadi kurus dan dekil pula.. https://t.co/K0PRBb7bwq",EODxsGfUUAAM3dm.jpg,0
2020-01-26 04:25:39+00:00,1221288062975533058,604674431,Iqbal Wahyu Mustaqim,https://twitter.com/MustaqimWahyu/status/1221288062975533058,"akhirnya jadi kesini. rencana awal tgl 1 kesini. karena tahun baruan 2019 ke taman safari. jadi tahun baruan 2020 ke jkt aquarium. tapi tgl 1 jkt banjir dimana-mana. akses ke neo soho banjir, jadi diundur👍🏻 https://t.co/PhgdFsBr13",EPLi-lLU0AAr5ZZ.jpg,0
2020-01-02 04:25:40+00:00,1212590758303158272,2878196538,Alien Culun,https://twitter.com/adipurnawan333/status/1212590758303158272,"Tadi nonton report proses evakuasi keluarga korban banjir Ciledug di Kompas TV. Pengen nangis, liat manula sama balita terjebak banjir. Nggak bisa bayangin, listrik mati, persediaan makanan habis, air bersih nggak ada, harta benda terendam banjir, ada yang sakit juga. #banjir2020 https://t.co/7XHen3Nv7E",ENP81d7UEAEs513.jpg,0
2020-01-02 21:01:12+00:00,1212841294042583041,2552153869,Sugia Mulyata,https://twitter.com/SMulyata/status/1212841294042583041,"Yg suka nyerang Anies krn banjir pasti punya ""Ego"" yg besar. Kenapa ""Ego""nya besar?, ini rumusnya:
EGO= 1: (Ilmu Pengetahuan )-&gt;baca: satu dibagi Ilmu Pengetahuan. 

Semakin ber- Ilmu Pengetahuan maka ""Ego"" semakin kecil dan sebaliknya..? https://t.co/sB8puJ64qe",ENTgua1UwAA55r3.jpg,0
2020-01-16 06:36:31+00:00,1217697120305676288,743565973,@MY,https://twitter.com/MuhammadYunuss/status/1217697120305676288,"I'm at Ikan Bakar Banjir in Kepong, Kuala Lumpur https://t.co/OQ9qcBLMmv https://t.co/vVxX7iE7GP",EOYhE-VXUAA_zwc.jpg,0
2020-02-23 03:09:03+00:00,1231415647373934592,2744485476,bagussudhiatmika,https://twitter.com/GusAjik/status/1231415647373934592,"# tanah dijual di nusadua bali.
# dijual tnh siap bangun..bebas
    banjir. posisi bukit tinggi.
# tanah SHM garansi .
# Discon harga RP 11 miliar. https://t.co/jTS2XsCAAZ",ERbd_joUYAEKKoL.jpg,0
2019-12-31 22:43:25+00:00,1212142239276654592,124921254,Budy M. Nainggolan,https://twitter.com/BudyVaetas/status/1212142239276654592,Terakhir 17 Tahun yg lalu di kayumas pulogadung kebanjiran... bukannya kemajuan malah makin PARAH banjirnya... #jakarta #KompasUpdate #happynewyear2020 #Jokowi #AniesBaswedan #basarnas #banjir #kebanjiran https://t.co/qfC9CBMit6,ENJk4sKUUAAMggu.jpg,1
2020-02-22 21:15:26+00:00,1231326656444424197,207414648,Ambasa,https://twitter.com/DEDDYAMBASA/status/1231326656444424197,#banjir depan bebek  BKB jalan Satrio https://t.co/j7zO881Ti5,ERaNC0eXYAAbwsS.jpg,1
2020-01-10 08:56:40+00:00,1215558062288715777,626337303,PMI Kabupaten Tegal,https://twitter.com/PMIKabTegal/status/1215558062288715777,"Penyerahan bantuan kepada Keluarga Bp. Sarkah ibu Tasriah yang terdampak banjir sungai rambut pada hari Jumat(3/1) 
Bantuan diberikan oleh Ketua PMI Kab.Tegal Bapak H. Iman sisworo,SH di dk.sukalila da.Sukareja RT 05 RW 02 kec. Warureja.
@palangmerah @PMIJawaTengah @ganjarpranowo https://t.co/8EQScKhkXv",EN6HlL8UcAEY1pd.jpg,0
2020-02-04 12:49:28+00:00,1224676343587033089,499384474,Human Initiative Aceh,https://twitter.com/HumanIn_Aceh/status/1224676343587033089,"Lihatlah tempat tinggal sementara bapak ini, sungguh sangat sempit dan apa adanya, bukan? Mari wujudkan Rumah Senyum bagi bapak dan para terdampak banjir &amp; longsor lainnya melalui https://t.co/HjlBHfXOFv atau rekening Bank Syariah Mandiri 748.411.3337 a.n. PKPU Aceh https://t.co/s7iQxtq1uH",EP7soqCUYAAevTH.jpg,0
2020-01-04 13:24:49+00:00,1213451217956818945,741531397936930816,V3,https://twitter.com/fitrifeebriyani/status/1213451217956818945,"Seharusnya hari ini ketemu kalian, karna banjir jadi gagal 😭 btw ini pake preset bang @omdirects_ yang Brown Full Color, mantap parah 🔥 https://t.co/sOa3IpxJ6Z",ENcLYNuUUAYdsMM.jpg,0
2019-12-23 09:13:03+00:00,1209039203486425088,62751389,Mohd Farhan 🇲🇾,https://twitter.com/hanz/status/1209039203486425088,Banjir la nanti ni tau https://t.co/fZ6LzqX9AR,EMdeuMhVAAANwhx.jpg,0
2020-02-24 18:22:15+00:00,1232007851003895808,1612348238,Baskoro,https://twitter.com/10_Vrhiyo/status/1232007851003895808,Banjir lagi 😭😭😭 https://t.co/9DtaGYCltA,ERj4mdpXsAAdwz6.jpg,1
2020-03-16 12:08:23+00:00,1239523906697846784,149826620,Rinaldi Adli R S,https://twitter.com/rinaldiadli/status/1239523906697846784,Kubilang jg apa. Assemble ajg. 3bulan 4x banjir. Belom lagi korona -_- https://t.co/IVwafIlu97,ETOsY_4U8AERe0G.jpg,1
2020-01-03 14:36:16+00:00,1213106810783092737,1086265200771092480,Anwar Wardy,https://twitter.com/AnwarWardy3/status/1213106810783092737,"“...@Banjir Stop, Hujan Mereda — JiwasRaya Dibankitkan Kembali; Waspada Alih Isu — Korup Terbesar Penguasa” https://t.co/VouLuFkEbp",ENXSNkpU4AAVKzZ.jpg,0
2020-01-05 03:31:46+00:00,1213664356941979648,129420003,⇆ ²⁴ʰ | 95L ♊,https://twitter.com/tiabieberwiliam/status/1213664356941979648,"Ya Allah sedih bgt liatnya saya sebagai sesama makhluk hidup ciptaanNya nangis liat ini, smoga engkau kirimkan hujan kesana ya Allah #PrayForAustralia

Andai air banjir Jabodetabek bisa dikirimin kesana 😢 https://t.co/hxzO7wgKFL",ENfNRpeUwAAi4w-.jpg,0
2019-12-31 22:35:08+00:00,1212140155479285760,200478215,dira,https://twitter.com/awhimsicalmind/status/1212140155479285760,"listrik barusan banget nyala, terus mati lagi... banjir dalem rumah udah selutut dan masih terus naik https://t.co/wjnYnAlDpZ",ENJjBawU4AAtpAF.jpg,1
2020-01-07 11:28:06+00:00,1214509008859492352,898898221413433348,pojokKritis/bryanezia/INFLUENSEROriginal,https://twitter.com/bryanesia/status/1214509008859492352,Ini ahli banjir ya hahaha https://t.co/sRjO6fHHns,ENrNfiWVAAAvY-I.jpg,0
2020-02-22 20:15:03+00:00,1231311462259253248,815269974,D E V I,https://twitter.com/_ddevii/status/1231311462259253248,banjir banjiran jg butuh tenaga.. https://t.co/LhE3LD6LlR,ERZ_LXaU0AEM0ov.jpg,0
2020-02-25 11:25:58+00:00,1232265473837826049,1478698374,Sini Peluk Dulu,https://twitter.com/syflhdyt/status/1232265473837826049,Solusi banjir Jakarta adalah adu bacot di media sosial #EnjoyJakarta https://t.co/MCWnvhDI5V,ERni5CgU8AAEmhW.jpg,0
2020-01-17 12:07:46+00:00,1218142869208174592,1183996788631453697,Jurnalis Bebas(freedom_perss),https://twitter.com/sultan_balfas/status/1218142869208174592,"Kembali berulah..
#FPI #DPCPancoran turun ke jalan lampu merah makam pahlawan Untuk Menggalang dana untuk korban bencana alam, banjir dan tanah longsor untuk lebak banten... https://t.co/27JGtTRaQv",EOe2bt8U0AABmOD.jpg,0
2020-02-16 12:31:16+00:00,1229020416405991425,286147904,PO Mug BrightWin 📌 | Mii 🍜,https://twitter.com/brightvc131/status/1229020416405991425,"he said ""Dont Cry For Me"" 

seketika 

LANGSUNG BANJIR 😭😭😭😭😭😭
#LoveYou131 https://t.co/TPwgi4d1T4",EQ5bicQU8AA1brq.jpg,0
2020-02-25 01:53:49+00:00,1232121488452374528,1623568010,Latif,https://twitter.com/Latifelpe/status/1232121488452374528,"Hikmah banjir, jadi libur,bisa nonton @AnushkaSharma https://t.co/s91ZLe9G4r",ERlf9LNUwAEdGlJ.jpg,0
2020-02-24 07:16:46+00:00,1231840373338599424,964799729895796736,BRIMOB NTB,https://twitter.com/AswaPratisara/status/1231840373338599424,Brimob NTB Tanggap Darurat Penanganan Bencana Banjir https://t.co/hp78CRYLbV,ERhgQ-RVUAAMOlV.jpg,0
2020-01-01 15:45:10+00:00,1212399372538793984,2203665356,yuda agung gumelar,https://twitter.com/GumelarYuda/status/1212399372538793984,"Bencana Longsor dan Banjir Bandang
Kec.Nanggung Kab.Bogor

Masih Banyak Titik bencana Longsor lainnya
Des.Cisarua Kp.Babakan Cihiris
Des.Curug Bitung Kp.Curug Bitung
Dan masih banyak lagi https://t.co/RMzHaAaOnO",ENNOv5DU4AAn7es.jpg,0
2020-01-10 05:19:38+00:00,1215503441801306112,1147244106,#BelajarDiRumahSaja,https://twitter.com/Disdik_bkskota/status/1215503441801306112,"Penanganan pasca banjir di TK permata sakti komp. PGP kota bekasi oleh Dinas Pendidikan, @pemkotbekasi @Kemdikbud_RI @ridwankamil @Rahmat_Effendi_ https://t.co/zTdEfrY1Hp",EN5V7iBUEAYgKsn.jpg,0
2020-02-08 13:07:57+00:00,1226130548331929601,499384474,Human Initiative Aceh,https://twitter.com/HumanIn_Aceh/status/1226130548331929601,"Tetap semangat seperti mereka ya, Sahabat Inisiator. Doakan adik-adik kita agar tetap sehat dan kuat. Salurkan juga kepedulianmu melalui https://t.co/tbfQNzALZi ⁣atau melalui rekening Bank Syariah Mandiri 748.411.3337 a.n. PKPU Aceh 

Konfirmasi : 0813-6096-5984 #banjir #longsor https://t.co/mi9WmO9Ejl",EQQXOWdU4AE2rwz.jpg,0
2020-01-01 01:25:33+00:00,1212183042053197824,421623032,Hey Lis!,https://twitter.com/Liskaard/status/1212183042053197824,"Dari jam 4 sore kemarin, sampai detik ini hujan sama sekali ga berhenti. pantas saja jadi begini. Gatau kudu bersyukur ato sedih, aku bener² ngerasain survivenya orang di sini menghadapi banjir. Terimakasih Allah, telah memberiku nikmat dan pelajaran seperti ini. 

01-01-2020 https://t.co/9iBNXT3ekT",ENKKCxOVAAAO7wi.jpg,0
2020-01-05 07:08:02+00:00,1213718782310375426,868279652070039552,Andra,https://twitter.com/Andra_Pr17/status/1213718782310375426,"#PrayForAustralia jakarta banjir australia kebakaran, bumi sedang tidak baik baik saja https://t.co/ofOVMf5T5z",ENf-xtUUcAEFlMj.jpg,0
2020-01-24 03:57:59+00:00,1220556325270085632,1140167426824273920,Bryan Goviardo,https://twitter.com/BGoviardo/status/1220556325270085632,Banjir di Jl. Tubagus Angke yg menuju tol ( dari arah Daan Mogot ) dkt Bengkel Vulkanin aneka Jaya @TMCPoldaMetro https://t.co/yF8915O2rN,EPBJcskUEAAioyG.jpg,1
2020-01-07 08:06:09+00:00,1214458186075258881,178661423,Si Anak Bontot🕊,https://twitter.com/aruuumiii/status/1214458186075258881,"Migrasi, karena kantor kena banjir 😔 https://t.co/2kNuzJqZwf",ENqfR23VUAAvmqV.jpg,0
2020-01-23 17:56:34+00:00,1220404973562822656,223713336,BPBD Kab Bandung,https://twitter.com/BPBDKabBandung/status/1220404973562822656,Tim Satgas BPBD siaga di Desa Dayeuhkolot untuk cepat tanggap melakukan evakuasi warga terdampak banjir karena intensitas hujan dan naiknya TMA di Sungai Citarum. #KabupatenBandung #siagaBanjir https://t.co/K2B8ptGMp3,EO-_0OcVUAA2ing.jpg,0
2020-01-02 05:06:07+00:00,1212600939451797505,2388686156,Aizat Fadzli,https://twitter.com/ejattebabom/status/1212600939451797505,Vokalis d'Masiv-Banjir ini membunuhku https://t.co/1dyCq4c4aC,ENQGHlOUcAA4fWa.jpg,0
2019-11-29 06:35:25+00:00,1200302224439595008,1069925858612207616,mak habib,https://twitter.com/SomSiti/status/1200302224439595008,"Allahuma syoban naafi'a
Hujan lebat tanpa henti dah dekat 2 jam, apakah kampung ku akan dilanda banjir
#myhabib https://t.co/7JoS6yIL94",EKhUfADVAAAkz3G.jpg,0
2020-01-01 02:00:16+00:00,1212191781170737152,27992406,LexLuthor ★,https://twitter.com/TheLexLuthor/status/1212191781170737152,Informasi beberapa lokasi tempat “air ngantri” pagi ini  #Banjir #Aniesdoyourjob https://t.co/HRpUa7mqKK,ENKR_iJUwAA_WPG.jpg,0
2020-01-14 04:47:24+00:00,1216944883207852032,1205908214191030273,SATLANTAS POLRES PIDIE JAYA,https://twitter.com/dikyasapijay/status/1216944883207852032,"Satlantas polres pidie jaya peduli penghijauan kegiatan ini untuk mendukung suksesnya giat program peduli lingkungan oleh
Kapolri. Lewat program penanaman pohon dapat kiranya mencegah akan terjadinya musibah seperti tanah longsor, banjir. https://t.co/9xHCv8JN3l",EON06B3U4AErBMv.jpg,0
2019-12-27 07:34:10+00:00,1210463868155088896,1007133881030463489,Khaerudin sodiq,https://twitter.com/kangsodiq_/status/1210463868155088896,Bandung banjir https://t.co/phwBFc5oJd,EMxud1_VAAAmgbP.jpg,1
2020-02-25 04:13:35+00:00,1232156664607850496,3101193756,Suee,https://twitter.com/bimztwenty/status/1232156664607850496,"Dihimbau untuk cewe-cewe di Jakarta jangan keluar rumah, takutnya nanti pas nerjang banjir tiba-tiba hamil.

#banjir
#SelasaSambat
Stay safe https://t.co/5NdCOZCpeG",ERl_59zUcAI2nUd.jpg,0
2020-01-13 06:08:07+00:00,1216602806838185985,1176671327282810880,Komeng A_b_i_m_a_ny_u✍️,https://twitter.com/NurAzisAbimanyu/status/1216602806838185985,"Ternyata Gabener Punya Buzzer 😂
Terkesan ada dukungan soal banjir,
Padahal warga dirugikan krn banyak harta benda yang hanyut &amp; rusak
#Kinerja4niesJeblok 
#Kinerja4niesJeblok https://t.co/wW3KZOyi66",EOI9yYEUEAAyiXC.jpg,0
2020-02-25 03:36:51+00:00,1232147420793827328,634530157,warjono (om jon),https://twitter.com/warjono5/status/1232147420793827328,Ikut prihatin hari ini #banjir #BanjirJakarta #BanjirJakarta2020 #banjirbekasi terpaksa sepeda masuk Tol https://t.co/4VoE9IABZR,ERl3h6wVUAEEFbS.jpg,0
2020-02-24 22:07:45+00:00,1232064598578065408,918844050,Teguh Kurniawan,https://twitter.com/PeteDSingat/status/1232064598578065408,"Sini aja deh masuk rumah, gmna yg laen #BanjirJakarta2020 #banjir https://t.co/oIXMgb0CRi",ERksNzPU8AARVTB.jpg,1
2019-12-30 22:38:47+00:00,1211778687961427969,239306060,Muhammad Y. Faisal,https://twitter.com/Mayunafa/status/1211778687961427969,Mulai banjir di halaman https://t.co/XN7tjCtP7j,ENEaR7zUYAAEz7s.jpg,1
2020-01-02 23:05:35+00:00,1212872595021844480,1210090375253086208,Ngatinie2020,https://twitter.com/ngatinem2020/status/1212872595021844480,"Jabar dan banten?? Teken jga.. +62 heee.. Percuma, kontitusi yg mengatur bukan soal banjir. Tapi kalau ngerahkan massa demo 100rb apa pake pasal nista agama langsung turun, kalau banjir itu dari Tuhan YME  ALLOH SWT soalnya.. Nalarnya kita jgan kalah sama kadrun hee, doa saja https://t.co/YSjqQhHK23 https://t.co/Ek9WO7ahQN",ENT9MO7U4AArYDa.jpg,0
2020-02-25 05:35:57+00:00,1232177390723317760,1146348580300447745,sukasuka,https://twitter.com/dimekk_/status/1232177390723317760,"Menyebrangi banjir dengan ketinggian hingga se-kepala, kepala kontol. 
#losgarewel #otwgudiken https://t.co/kS5eN8Mh3u",ERmSyG7WkAAB-s_.jpg,1
2020-01-01 15:51:58+00:00,1212401085261864960,205083585,ayah yuta & azka,https://twitter.com/eru_joo_han/status/1212401085261864960,"#BanjirJakarta
Listrik @pln_123 harus padam untuk keselamatan dalam keadaan banjir, tapi lampu #pju untuk penerangan umum tidak boleh padam. #sresky #pju tenaga matahari yg mampu bertahan 4 hari dengan teknologi ALS bisa jadi pilihan.
08111086221 heru joko for details https://t.co/JamOpQE1pB",ENNQWY8VUAYYoaX.jpg,0
2020-01-09 09:02:37+00:00,1215197169520504832,92910847,Gerhard Swary Barus,https://twitter.com/GerryDgunners/status/1215197169520504832,Akibat nekad nerobos banjir.  #JakartaBanjir https://t.co/l9alsU7oMT,EN0_X6GVAAAyMxE.jpg,0
2019-11-29 00:49:54+00:00,1200215270876311553,2991262893,Dedy M,https://twitter.com/Dedymuiss/status/1200215270876311553,"Kuy tanam  pohon, biar tidak mengeluh kalau panas terik dan juga ketika banjir datang. 

In frame : Jati Nuklir https://t.co/74RIhl3xVo",EKgFY6fU8AAEyQ_.jpg,0
2020-01-08 03:09:37+00:00,1214745949630685184,2325556063,Polsek Makasar JKT,https://twitter.com/PolsekMakasar/status/1214745949630685184,"Polsek Makasar,Makasar,Selasa 7/1/2020 Panit Binmas Ipda Lila Ningtyas membantu mrmbrtirkan masjid An Nur yang terletak di Jl.KerjaBakti akibat terkena banjir
#JagaJaktimRumahKita
#HumasPolsekMakasar https://t.co/CSCoRuWU0k",ENuk_oCU8AERcK7.jpg,0
2019-11-08 10:01:21+00:00,1192743903297859584,328570431,Luqman Hakim,https://twitter.com/QieLucky/status/1192743903297859584,"Banjir Jl. ByPass Cileunyi-Nagrek (Depan PT Kahatex) arah menuju Garut @PRFMnews @infobdg @infojabar @RTMC_PoldaJabar
padahal sudah dibangun TOLL AIR. https://t.co/fKLaD3KCfP",EI16QEfUwAAQgyg.jpg,1
